0.00032,0.00061,0.00174,0.02968,-0.01725,-0.01414,0.0015,-0.00107,0.00082,0.00184,-0.00216,-0.001,-0.00095,2e-05,0.00031,-0.00015,-0.00026,0.00163,-0.00081,-0.00056,-0.00013,-7e-05,-1e-05,0.00017,9e-05,0.00083,0.00099,-0.00189,0.0003,-0.00032,0.00015,0.00047,-0.0006,-7e-05,2e-05,8e-05,-0.00014,-1e-05,0.00025,-0.00022,-2e-05,0.00012,0.00037,-0.00025,0.00064,-0.00085,-6e-05,3e-05,0.0002,-0.00018,-5e-05,0.0001,0.00077,-0.0002,0.00011,-0.00063,-0.00012,3e-05,-1e-05,0.00013,0.00027,-0.0002,-0.00015,7e-05,0.00021,-0.00038,0.00149,-0.00049,-0.00105,0.00017,0.00027,-0.00031,-6e-05,0,-3e-05,9e-05,-8e-05,-1e-05,5e-05,0.00012,-0.00022,0.00014,0,-1e-05,-0.00012,5e-05,0.00022,0.0004,-9e-05,-0.00046,-0.00011,4e-05,1e-05,0.00061,-0.0001,0.00033,-0.00087,-0.00039,-0.0001,0.00014,-3e-05,0,-0.00022,0.00012,0.00031,-0.00031,-4e-05,0.00053,-0.00035,0,-0.00012,0.00074,-0.00055,0.00024,5e-05,-0.0003,1e-05,0.00058,0.0006,-0.00112,-8e-05,0.00012,0.00045,0.0021,-0.00236,3e-05,-5e-05,0.00045,-0.00056,0.00073,0.00011,0.00123,-0.00163,-0.00045,-0.00011,0.00022,-0.00018,0.00033,-8e-05,0.00019,0.00026,-0.00024,0.00019468,0
-0.00059,0.0003,0.01973,-0.00653,-0.01192,-0.00125,0.00063,0.00044,0.02005,0.01185,-0.02746,0.0021,-0.00709,0.0026,0.0038,-0.00612,0.00015,0.00234,-0.00332,-0.00046,0.00023,0.00598,0.00064,-0.00271,-0.00243,-0.0005,0.00071,-0.00145,0.0012,-0.00104,-0.00066,5e-05,8e-05,-4e-05,1e-05,-5e-05,0.00265,-0.00042,-0.00059,0.00347,-0.00411,-7e-05,-0.00024,0.00052,-0.00082,0.00032,-3e-05,0.00086,0.00728,-0.00751,-0.00122,3e-05,0.00576,-0.00294,-0.00113,-0.0002,0.0048,-0.00261,-0.00221,0.00051,-0.00027,-0.00156,0.00247,-0.00038,-0.00154,-0.00031,0.00065,-0.00118,0.0001,0.00046,0.00256,-0.0017,-0.00104,0.00456,0.00028,-0.00424,0.00168,-0.00056,-0.00169,0.00194,0.00502,-0.00625,-0.00029,-0.00055,-0.00016,0.02893,0.01251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00881,-0.00452,-8e-05,-0.00088,0.00019,-0.00033,0,0.00399,-0.00372,0.00083,0.00254,-0.00277,0.00704,-0.00672,-0.00062,0.00053,-6e-05,0.00019,-0.00049,-6e-05,0.00718,-0.00057,-0.00343,0.00853,0.01049,-0.0086966,0
-0.00039,-0.00031,0.00079,-0.00067,-8e-05,0.00038,-0.0002,-1e-05,0.00189,-0.00082,-0.00049,-0.00072,-0.00017,-8e-05,0,0,0.00048,0.00017,-6e-05,0.0006,-0.00021,-0.00099,-2e-05,0.00022,-0.0002,-5e-05,3e-05,2e-05,7e-05,-5e-05,-9e-05,0.00017,-0.00016,9e-05,0.00218,-0.00054,0.00016,-0.00104,0.00045,0.00285,-0.0038,-0.0003,0.00034,-0.00034,0.00035,-0.00033,2e-05,0.00011,-0.00012,0.00013,-0.0001,-8e-05,9e-05,0.00124,-0.00065,-0.00023,-2e-05,-0.00022,0.00021,-0.00037,0.00094,0.00042,-0.00085,-3e-05,-0.00034,-2e-05,0.00028,-0.00032,0.00019,0.00014,0.00026,-0.00041,-0.00021,0.00039,-0.00038,0.00012,2e-05,2e-05,0.00245,-0.00068,-0.00059,-0.00072,2e-05,-0.0002,0.00015,0.00044,-0.00042,-0.00036,0.00102,-0.00086,0.00171,-0.00089,-0.00045,-0.00077,5e-05,0.00047,-0.00033,-0.00028,0.00016,0.00045,0.00136,0.00945,-0.00211,-0.00926,0.00184,-0.00032,0.01443,-0.01205,-0.0027,-0.00065,-0.00052,0.0063,0.0108,-0.01712,-0.00013,0.00012,-0.00013,0.00019,-0.00018,0.00026,-0.00024,6e-05,-4e-05,0.00028,-0.00013,-7e-05,0.00068,0.00193,-0.00268,4e-05,0.014,-0.01411,0.0002,-0.00019,2e-05,0,7e-05,0.00175,-0.00156,5e-05,0.00148,-0.00071,-0.00094201,0
-0.00248,-0.00682,-0.00038,0.00012,0.00298,-0.00264,-4e-05,-0.00041,0,-0.00018,0.00037,-0.00018,-0.00011,0.01251,-0.01263,-0.0001,1e-05,0.00019,-0.00021,0,0.00052,-0.00045,-2e-05,0.00022,-4e-05,0.00032,-0.00038,-6e-05,0.00024,2e-05,-0.00032,2e-05,-1e-05,-4e-05,-1e-05,0.00027,-0.00029,2e-05,0.00074,-0.00053,0.00013,-8e-05,-0.00025,0.00012,7e-05,7e-05,0.00171,-0.00167,-5e-05,0.00017,-0.00042,0.00014,0.0004,0.00035,-0.00054,-0.00015,0.00075,-0.00071,-3e-05,0.00045,-0.00051,6e-05,0.00034,-0.00019,-0.00037,0.00016,0.00014,0.01278,-0.00741,-0.00394,-0.00082,-0.00047,0.00019,-0.00011,8e-05,0.0004,0.00964,-0.00999,-0.00031,0.00045,-0.00054,0.00013,-0.00016,0.00092,-0.0004,-0.00026,-0.00017,0.00072,1e-05,-0.0006,0.00067,-0.00035,-0.00026,0.00044,-0.0005,0.00056,0.00402,-0.00469,-7e-05,0.00016,5e-05,-3e-05,-0.00022,0.00034,0.00027,-0.00031,-0.00024,-0.0001,0.00072,-0.00051,0.00054,0.00024,-0.00097,-0.0001,0.00036,-0.00017,-0.00018,0.00014,6e-05,0.00081,-0.00077,-5e-05,-0.00025,0.00021,-4e-05,-0.00013,-6e-05,0.00037,-0.00027,-7e-05,2e-05,6e-05,-0.0001,0.02871,-0.02826,-0.00033,3e-05,0.00024,0.01894,0.02725,-0.01963,-0.02303,-0.00071639,0
-0.00183,0.00734,-0.00767,-0.00065,0.0003,0.00343,-0.00311,-0.00045,-0.00063,0.00016,0.00027,0.00067,0.00789,-0.00918,0.00011,-0.00033,0.00262,-0.0025,3e-05,0.00252,0.00299,-0.00333,-0.00147,0.00037,0.00181,-0.00248,0.00092,0.00117,-0.00066,-0.00154,0.0007,-0.00057,-0.00075,0.00017,0.00143,0.00147,0.00051,-0.00288,-0.00051,-5e-05,0.00063,-0.00028,0.00092,0.00285,-0.00387,0.0023,-0.00157,-0.0001,0.00316,-0.00123,0.0012,-0.00376,9e-05,0.00075,-0.00097,0.00186,0.00174,-0.00363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00334,-0.00273,0.00026,-0.00068,-8e-05,2e-05,-2e-05,-5e-05,0.00012,8e-05,-0.00014,6e-05,0.00133,-0.00121,0.00012,-0.00011,-0.0001,-0.00011,1e-05,0.00032,0.00018,0.00039,-0.00045,-0.00026,-3e-05,8e-05,5e-05,0.00013,-0.00029,0.00048,0.00021,0.00126,-0.00173,0.0033,-8e-05,-0.00327,0.00015,-0.00032,-7e-05,-0.00014,0.00014,-0.00011,-5e-05,0.00136,0.00924,0.04091,0.00859,-0.02133,-0.00932,-0.02662,-0.00148,0.016959,0
0.01256,-0.0059,0.02813,0.00048,-0.03331,-0.00514,-0.00274,-0.00248,0.00694,-0.00762,0.00059,0.00079,-0.00443,-0.00065,-0.00022,-0.00018,-5e-05,-4e-05,0.00596,-0.00476,-0.00159,-8e-05,6e-05,0.00019,-0.00017,-6e-05,1e-05,0.00012,-8e-05,0.0001,-5e-05,2e-05,0.00013,-0.00017,0.00039,1e-05,0.00038,-0.00064,8e-05,0.00055,-0.0006,0.00012,-0.00022,6e-05,-7e-05,3e-05,4e-05,0.00224,-0.00236,-6e-05,-4e-05,6e-05,4e-05,6e-05,4e-05,-0.0001,0.00037,0.00292,-0.00305,-0.00033,4e-05,0.00019,-0.00012,7e-05,-0.00012,0.00011,-0.00013,-3e-05,-1e-05,0.00896,-0.00719,0.00603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00391,-5e-05,-1e-05,-4e-05,0.0004,0.00119,-0.00121,-0.00045,8e-05,0.00023,0.00017,-0.00046,0.00017,0.00646,-0.00199,-0.00407,-6e-05,0.00093,0.00632,-0.0071,0.00195,0.00772,-0.00624,-0.00133,-0.00207,0.0224,-0.0011164,0
0.02968,-0.05066,0.0097,-0.00941,0.007,0.00517,-0.01348,0.00933,0.00012,-0.00853,-0.00024,-0.00129,0.00192,-0.00204,7e-05,0.00028,0.00025,-0.00044,-0.00016,-3e-05,0.0003,0.00117,-0.00116,0.00148,-0.00102,-0.00072,0.00019,3e-05,-6e-05,0.00027,-0.00025,-8e-05,4e-05,-9e-05,-0.0001,6e-05,-6e-05,0,0.00012,0.00062,-0.00047,-0.00021,0.00063,-0.00045,0.0013,-0.00141,9e-05,0.00047,1e-05,-0.00053,-6e-05,-1e-05,-4e-05,0.00137,-0.00116,-0.0001,0.00111,-0.00111,0.00019,0.00079,-0.00027,-0.00073,0.0005,4e-05,-0.00064,NaN,NaN,NaN,NaN,NaN,NaN,-0.00242,9e-05,0.00012,-0.00023,0.00122,-0.00117,1e-05,-0.0001,0.00011,0.00018,-5e-05,-0.00027,1e-05,8e-05,-0.0001,0.00014,2e-05,0.00011,4e-05,-0.00025,2e-05,-4e-05,4e-05,2e-05,7e-05,-0.00017,0.0001,-5e-05,-5e-05,0.00014,-6e-05,4e-05,6e-05,-9e-05,0.00016,-0.00017,3e-05,0.00012,-7e-05,-6e-05,4e-05,2e-05,0.00014,-0.00021,7e-05,0.00015,-0.00019,0.00014,0.00317,-0.00291,-0.0004,2e-05,-7e-05,2e-05,2e-05,0.00066,7e-05,0.00695,-0.00709,0.02354,-0.02057,-0.00301,-0.00061,0.00059,-0.00066,0.01927,-0.00813,0.00562,-0.01286,0.00554,0.00623,-0.0028402,0
0.00356,-0.00185,-0.00586,0.0067,-0.00677,-0.00038,-0.0002,0.00013,-0.00014,0.00106,0.0033,-0.0039,-0.00052,0.00015,0.0056,-0.00511,-0.00049,0.00014,-0.00018,1e-05,1e-05,0.00121,-0.00134,0,-1e-05,-2e-05,4e-05,-1e-05,7e-05,-5e-05,0.0001,-2e-05,-6e-05,8e-05,-2e-05,-1e-05,-2e-05,8e-05,4e-05,-8e-05,4e-05,-7e-05,-4e-05,1e-05,7e-05,-3e-05,6e-05,1e-05,0.00074,-0.00072,-5e-05,5e-05,-2e-05,0.0005,-0.00034,-0.00016,0.00042,0.00011,-0.0006,0.00033,0.00056,-0.00076,1e-05,0.0008,-0.00075,0.00016,0.01165,0.04272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00043,-0.00017,-1e-05,-6e-05,8e-05,-4e-05,3e-05,-4e-05,-1e-05,0.00015,0.0046,-0.00388,-0.0004,0.00031,-0.00047,1e-05,0.00032,-0.00041,0.0001,-0.00013,0.00044,0.00016,-0.00041,-7e-05,0.00023,0.00311,-0.00203,-0.001,-0.00046,0.00055,0.00011,-0.00034,0.00019,0.00488,-0.00492,-0.00052,-1e-05,5e-05,0.00012,0.0192,-0.00642,0.06571,-0.04858,-0.02338,-0.0008661,0
-0.00019,-0.00022,-2e-05,-5e-05,0.00017,0.0002,-0.00026,-5e-05,2e-05,0.00015,0.0032,-0.00168,0.00133,-0.00247,-0.00059,-3e-05,5e-05,0,0.00019,-0.00023,1e-05,-3e-05,0.00011,4e-05,-4e-05,-3e-05,-5e-05,9e-05,-6e-05,-6e-05,2e-05,6e-05,-4e-05,3e-05,1e-05,-3e-05,0,0,1e-05,3e-05,-2e-05,4e-05,-2e-05,-6e-05,1e-05,4e-05,9e-05,6e-05,0.0001,-0.0002,-2e-05,1e-05,0.00017,7e-05,0.00078,-0.00085,-2e-05,0.00081,-0.00084,0,0.00077,-0.00059,-0.00029,0.00085,-0.00077,-3e-05,0.0005,-0.00031,-0.00016,-6e-05,0.00035,4e-05,-0.00027,6e-05,0.00034,-0.0003,-0.00014,0.0001,-9e-05,-1e-05,0.00739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1e-05,2e-05,0.00023,-3e-05,0.00019,-0.00022,0.00015,0.00015,-0.00023,-0.00019,5e-05,-6e-05,0.00012,0.00026,-0.00029,7e-05,-8e-05,0.00011,0.00073,-0.00054,0.00375,-0.00413,-7e-05,0.0002,-0.00014,0.00059,-0.00067,-4e-05,0.00266,-0.00267,0.00012,-0.0001,2e-05,0.00014,9e-05,0.00018,-6e-05,0.00042,-0.00044331,0
-0.0061,7e-05,-0.00019,0.00084,-0.00081,0.00027,9e-05,-0.00026,-8e-05,-0.00019,-4e-05,0.00011,0.00029,0.00709,-0.00698,2e-05,-9e-05,0.00094,-0.00079,-0.00019,0.0054,-0.00515,-3e-05,0.00156,-0.00211,0.00015,-0.00011,0.00045,-0.00052,-7e-05,0.00068,-0.00027,-0.00032,0.0001,0,0.0002,-5e-05,0.00012,-0.00011,-3e-05,-4e-05,-0.00016,0,0.00013,-3e-05,-0.00018,0.00112,-0.0001,-0.00053,-0.00027,-9e-05,0.00049,-0.00034,0.00014,-0.00023,0.00016,0.00018,-6e-05,-0.00047,6e-05,0.00034,-0.00029,0.00038,0.0002,-0.00024,0.00084,0.00954,0.02425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00119,-0.003,6e-05,-0.00035,0.00014,9e-05,-0.00024,7e-05,0.00028,0.00049,-0.00054,-0.00011,1e-05,6e-05,0.00037,3e-05,-0.00028,-0.00013,0.00013,-0.00023,0.00018,0.00018,-0.0004,5e-05,0.00017,-0.00022,0.00036,0.00014,-0.00056,0.00023,-5e-05,0.00031,-0.00028,0.00024,-0.00047,0.01188,-0.0095,0.00295,-0.00485,-0.00013,6e-05,1e-05,-0.00014,0.00012,0.00834,-0.0085967,0
