123,2014,07,08,15,40,0,0.00026,0.00026,0.00024,0.00026,0.00034,0.00028,0.00026,0.00026,0.00025,0.00024,0.00026,0.00026,0.00026,0.00025,0.00023,0.00025,0.00025,0.00023,0.00025,0.00024,0.00021,0.00020,0.00021,0.00021,0.00021,0.00019,0.00018,0.00020,0.00019,0.00021,0.00021,0.00019,0.00021,0.00023,0.00021,0.00021,0.00020,0.00020,0.00021,0.00020,0.00018,0.00018,0.00019,0.00022,0.00020,0.00020,0.00019,0.00018,0.00019,0.00017,0.00016,0.00017,0.00019,0.00020,0.00019,0.00020,0.00023,0.00020,0.00021,0.00020,0.00020,0.00023,0.00023,0.00021,0.00020,0.00018,0.00018,0.00020,0.00017,0.00020,0.00017,0.00017,0.00017,0.00018,0.00017,0.00017,0.00017,0.00019,0.00019,0.00021,0.00019,0.00018,0.00020,0.00018,0.00019,0.00019,0.00017,0.00020,0.00031,0.00028,0.00025,0.00024,0.00025,0.00023,0.00039,0.00032,0.00031,0.00027,0.00026,0.00024,0.00027,0.00027,0.00027,0.00027,0.00025,0.00027,0.00026,0.00023,0.00026,0.00022,0.00024,0.00024,0.00023,0.00022,0.00024,0.00024,0.00023,0.00024,0.00027,0.00029,0.00026,0.00024,0.00025,0.00026,0.00029,0.00028,0.00026,0.00028,0.00026,0.00025,0.00026,0.00025,0.00029,0.00028,0.00028,0.00026,0.00025,0.00025,0.00023,0.00025,0.00022,0.00023,0.00025,0.00025373
123,2014,07,10,19,36,0,-0.00078,-0.00076,-0.00077,-0.00097,-0.00080,-0.00077,-0.00077,-0.00077,-0.00076,-0.00082,-0.00076,-0.00072,-0.00063,-0.00077,-0.00080,-0.00075,-0.00076,-0.00078,-0.00079,-0.00077,-0.00075,-0.00075,-0.00075,-0.00074,-0.00072,-0.00072,-0.00072,-0.00073,-0.00072,-0.00073,-0.00071,-0.00072,-0.00071,-0.00074,-0.00075,-0.00073,-0.00072,-0.00075,-0.00075,-0.00072,-0.00069,-0.00069,-0.00071,-0.00071,-0.00072,-0.00073,-0.00074,-0.00072,-0.00070,-0.00074,-0.00073,-0.00072,-0.00073,-0.00075,-0.00075,-0.00076,-0.00076,-0.00074,-0.00070,-0.00072,-0.00071,-0.00074,-0.00075,-0.00073,-0.00076,-0.00076,-0.00075,-0.00077,-0.00077,-0.00076,-0.00078,-0.00078,-0.00078,-0.00077,-0.00077,-0.00075,-0.00076,-0.00077,-0.00074,-0.00075,-0.00075,-0.00071,-0.00075,-0.00075,-0.00076,-0.00075,-0.00068,-0.00076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00065,-0.00069,-0.00069,-0.00069,-0.00070,-0.00072,-0.00071,-0.00072,-0.00072,-0.00073,-0.00073,-0.00073,-0.00073,-0.00077,-0.00077,-0.00076,-0.00073,-0.00073,-0.00076,-0.00077,-0.00077,-0.00076,-0.00078,-0.00075,-0.00077,-0.00091,-0.00076454
123,2014,07,12,23,00,0,-0.00079,-0.00080,-0.00079,-0.00079,-0.00079,-0.00077,-0.00076,-0.00077,-0.00077,-0.00075,-0.00073,-0.00076,-0.00077,-0.00076,-0.00071,-0.00073,-0.00075,-0.00077,-0.00076,-0.00074,-0.00073,-0.00074,-0.00077,-0.00077,-0.00076,-0.00076,-0.00074,-0.00075,-0.00076,-0.00078,-0.00077,-0.00076,-0.00074,-0.00076,-0.00074,-0.00077,-0.00073,-0.00073,-0.00072,-0.00073,-0.00076,-0.00075,-0.00076,-0.00077,-0.00079,-0.00078,-0.00077,-0.00076,-0.00076,-0.00076,-0.00076,-0.00074,-0.00075,-0.00078,-0.00082,-0.00078,-0.00077,-0.00077,-0.00079,-0.00079,-0.00078,-0.00079,-0.00079,-0.00077,-0.00076,-0.00073,-0.00078,-0.00079,-0.00077,-0.00077,-0.00078,-0.00078,-0.00078,-0.00077,-0.00075,-0.00078,-0.00077,-0.00079,-0.00078,-0.00076,-0.00077,-0.00077,-0.00080,-0.00082,-0.00083,-0.00081,-0.00080,-0.00079,-0.00077,-0.00075,-0.00073,-0.00076,-0.00076,-0.00076,-0.00076,-0.00076,-0.00076,-0.00076,-0.00076,-0.00076,-0.00077,-0.00077,-0.00076,-0.00080,-0.00081,-0.00079,-0.00078,-0.00076,-0.00077,-0.00075,-0.00075,-0.00075,-0.00079,-0.00077,-0.00076,-0.00076,-0.00074,-0.00073,-0.00073,-0.00072,-0.00072,-0.00070,-0.00070,-0.00075,-0.00075,-0.00073,-0.00070,-0.00075,-0.00075,-0.00076,-0.00075,-0.00077,-0.00077,-0.00076,-0.00075,-0.00074,-0.00074,-0.00073,-0.00079,-0.00078,-0.00079,-0.00081,-0.00078,-0.00079657
137,2014,07,01,11,29,0,-0.00065,-0.00067,-0.00066,-0.00065,-0.00065,-0.00067,-0.00066,-0.00067,-0.00068,-0.00068,-0.00067,-0.00069,-0.00068,-0.00067,-0.00066,-0.00065,-0.00065,-0.00068,-0.00070,-0.00069,-0.00068,-0.00068,-0.00069,-0.00068,-0.00066,-0.00068,-0.00069,-0.00070,-0.00067,-0.00070,-0.00068,-0.00066,-0.00066,-0.00067,-0.00067,-0.00066,-0.00066,-0.00067,-0.00065,-0.00065,-0.00064,-0.00062,-0.00063,-0.00065,-0.00066,-0.00065,-0.00064,-0.00068,-0.00066,-0.00066,-0.00064,-0.00063,-0.00064,-0.00065,-0.00067,-0.00068,-0.00071,-0.00070,-0.00069,-0.00071,-0.00070,-0.00070,-0.00070,-0.00070,-0.00069,-0.00068,-0.00069,-0.00070,-0.00074,-0.00077,-0.00077,-0.00077,-0.00073,-0.00073,-0.00074,-0.00075,-0.00075,-0.00076,-0.00077,-0.00075,-0.00073,-0.00074,-0.00071,-0.00071,-0.00071,-0.00072,-0.00072,-0.00072,-0.00074,-0.00076,-0.00076,-0.00076,-0.00074,-0.00073,-0.00072,-0.00071,-0.00071,-0.00072,-0.00072,-0.00069,-0.00070,-0.00069,-0.00072,-0.00072,-0.00072,-0.00074,-0.00075,-0.00072,-0.00073,-0.00070,-0.00071,-0.00069,-0.00072,-0.00073,-0.00070,-0.00071,-0.00072,-0.00070,-0.00071,-0.00072,-0.00070,-0.00071,-0.00070,-0.00069,-0.00068,-0.00067,-0.00067,-0.00066,-0.00070,-0.00070,-0.00068,-0.00069,-0.00068,-0.00070,-0.00069,-0.00071,-0.00068,-0.00067,-0.00065,-0.00060,-0.00060,-0.00063,-0.00061,-0.00063393
137,2014,07,03,17,00,1,-0.00257,-0.00258,-0.00257,-0.00258,-0.00257,-0.00258,-0.00258,-0.00256,-0.00257,-0.00264,-0.00258,-0.00257,-0.00257,-0.00256,-0.00257,-0.00258,-0.00258,-0.00257,-0.00257,-0.00256,-0.00257,-0.00257,-0.00258,-0.00257,-0.00258,-0.00256,-0.00257,-0.00259,-0.00258,-0.00257,-0.00253,-0.00254,-0.00252,-0.00251,-0.00251,-0.00252,-0.00249,-0.00250,-0.00251,-0.00250,-0.00251,-0.00252,-0.00252,-0.00254,-0.00254,-0.00250,-0.00251,-0.00253,-0.00251,-0.00250,-0.00252,-0.00252,-0.00255,-0.00252,-0.00249,-0.00250,-0.00249,-0.00250,-0.00250,-0.00250,-0.00251,-0.00252,-0.00249,-0.00248,-0.00252,-0.00252,-0.00250,-0.00250,-0.00251,-0.00251,-0.00251,-0.00252,-0.00251,-0.00250,-0.00251,-0.00250,-0.00251,-0.00252,-0.00252,-0.00252,-0.00250,-0.00251,-0.00252,-0.00251,-0.00252,-0.00250,-0.00252,-0.00251,-0.00251,-0.00250,-0.00252,-0.00254,-0.00253,-0.00254,-0.00254,-0.00255,-0.00253,-0.00252,-0.00252,-0.00253,-0.00254,-0.00254,-0.00239,-0.00264,-0.00263,-0.00264,-0.00262,-0.00263,-0.00265,-0.00261,-0.00260,-0.00260,-0.00262,-0.00263,-0.00262,-0.00263,-0.00263,-0.00261,-0.00262,-0.00261,-0.00261,-0.00260,-0.00262,-0.00259,-0.00261,-0.00262,-0.00260,-0.00250,-0.00254,-0.00258,-0.00257,-0.00259,-0.00257,-0.00258,-0.00260,-0.00259,-0.00261,-0.00261,-0.00259,-0.00258,-0.00259,-0.00259,-0.00257,-0.00255342
137,2014,07,04,14,45,1,-0.00076,-0.00078,-0.00077,-0.00080,-0.00078,-0.00079,-0.00082,-0.00081,-0.00081,-0.00078,-0.00081,-0.00080,-0.00080,-0.00081,-0.00079,-0.00078,-0.00076,-0.00077,-0.00077,-0.00079,-0.00079,-0.00081,-0.00080,-0.00080,-0.00081,-0.00080,-0.00080,-0.00080,-0.00080,-0.00081,-0.00079,-0.00080,-0.00080,-0.00080,-0.00080,-0.00081,-0.00079,-0.00079,-0.00080,-0.00080,-0.00079,-0.00081,-0.00080,-0.00081,-0.00079,-0.00081,-0.00081,-0.00081,-0.00080,-0.00082,-0.00083,-0.00081,-0.00082,-0.00081,-0.00082,-0.00083,-0.00081,-0.00080,-0.00082,-0.00083,-0.00084,-0.00081,-0.00081,-0.00082,-0.00080,-0.00079,-0.00078,-0.00080,-0.00081,-0.00081,-0.00084,-0.00084,-0.00084,-0.00084,-0.00082,-0.00081,-0.00082,-0.00081,-0.00082,-0.00080,-0.00082,-0.00081,NaN,NaN,NaN,NaN,NaN,NaN,-0.00072,-0.00078,-0.00077,-0.00077,-0.00076,-0.00077,-0.00077,-0.00079,-0.00077,-0.00078,-0.00077,-0.00077,-0.00077,-0.00079,-0.00078,-0.00078,-0.00080,-0.00077,-0.00077,-0.00077,-0.00077,-0.00077,-0.00076,-0.00080,-0.00078,-0.00076,-0.00077,-0.00079,-0.00081,-0.00082,-0.00081,-0.00081,-0.00082,-0.00080,-0.00081,-0.00083,-0.00082,-0.00081,-0.00079,-0.00078,-0.00078,-0.00076,-0.00079,-0.00080,-0.00080,-0.00083,-0.00082,-0.00078,-0.00080,-0.00078,-0.00080,-0.00081,-0.00078,-0.00077,-0.00076,-0.00076631
137,2014,07,05,16,31,1,-0.00098,-0.00100,-0.00100,-0.00099,-0.00098,-0.00100,-0.00101,-0.00100,-0.00099,-0.00097,-0.00095,-0.00097,-0.00099,-0.00100,-0.00100,-0.00099,-0.00099,-0.00098,-0.00097,-0.00099,-0.00099,-0.00099,-0.00098,-0.00099,-0.00101,-0.00102,-0.00099,-0.00098,-0.00098,-0.00098,-0.00095,-0.00096,-0.00097,-0.00099,-0.00099,-0.00097,-0.00098,-0.00099,-0.00095,-0.00096,-0.00099,-0.00099,-0.00099,-0.00098,-0.00099,-0.00098,-0.00096,-0.00098,-0.00098,-0.00099,-0.00098,-0.00098,-0.00098,-0.00098,-0.00100,-0.00099,-0.00099,-0.00101,-0.00101,-0.00102,-0.00101,-0.00100,-0.00098,-0.00100,-0.00100,-0.00101,-0.00100,-0.00102,-0.00100,-0.00100,-0.00101,-0.00102,-0.00101,-0.00100,-0.00100,-0.00100,-0.00100,-0.00098,-0.00101,-0.00105,-0.00103,-0.00104,-0.00104,-0.00105,-0.00102,-0.00104,-0.00105,-0.00105,-0.00106,-0.00106,-0.00105,-0.00104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00100,-0.00103,-0.00102,-0.00104,-0.00108,-0.00106,-0.00107,-0.00107,-0.00107,-0.00101,-0.00102,-0.00102,-0.00104,-0.00103,-0.00100,-0.00101,-0.00102,-0.00101,-0.00100,-0.00102,-0.00103,-0.00104,-0.00103,-0.00104,-0.00105,-0.00106,-0.00107,-0.00106,-0.00105,-0.00102,-0.00105,-0.00104,-0.00103,-0.00103,-0.00100,-0.00102,-0.00101,-0.00100,-0.00100,-0.00100,-0.00100,-0.00100,-0.00100,-0.00098,-0.00097958
137,2014,07,06,22,15,1,-0.00077,-0.00078,-0.00080,-0.00076,-0.00076,-0.00077,-0.00077,-0.00077,-0.00077,-0.00077,-0.00078,-0.00074,-0.00073,-0.00074,-0.00075,-0.00077,-0.00077,-0.00080,-0.00078,-0.00077,-0.00079,-0.00079,-0.00079,-0.00080,-0.00081,-0.00081,-0.00083,-0.00081,-0.00080,-0.00079,-0.00080,-0.00080,-0.00081,-0.00081,-0.00079,-0.00079,-0.00080,-0.00080,-0.00079,-0.00078,-0.00077,-0.00077,-0.00078,-0.00077,-0.00078,-0.00078,-0.00080,-0.00081,-0.00082,-0.00079,-0.00081,-0.00081,-0.00082,-0.00081,-0.00084,-0.00081,-0.00079,-0.00079,-0.00078,-0.00078,-0.00076,-0.00078,-0.00079,-0.00081,-0.00078,-0.00077,-0.00077,-0.00077,-0.00078,-0.00079,-0.00079,-0.00077,-0.00076,-0.00077,-0.00078,-0.00079,-0.00077,-0.00075,-0.00077,-0.00078,-0.00076,-0.00075,-0.00075,-0.00076,-0.00077,-0.00076,-0.00076,-0.00076,-0.00075,-0.00078,-0.00077,-0.00077,-0.00078,-0.00079,-0.00078,-0.00078,-0.00076,-0.00076,-0.00078,-0.00079,-0.00079,-0.00079,-0.00080,-0.00078,-0.00082,-0.00083,-0.00082,-0.00082,-0.00079,-0.00081,-0.00080,-0.00079,-0.00080,-0.00086,-0.00087,-0.00086,-0.00082,-0.00081,-0.00079,-0.00082,-0.00083,-0.00083,-0.00084,-0.00084,-0.00085,-0.00079,-0.00077,-0.00076,-0.00076,-0.00078,-0.00080,-0.00080,-0.00080,-0.00068,-0.00071,-0.00074,-0.00075,-0.00074,-0.00074,-0.00074,-0.00077,-0.00079,-0.00078,-0.00076332
137,2014,07,07,19,41,1,0.00024,0.00024,0.00025,0.00024,0.00025,0.00027,0.00028,0.00027,0.00027,0.00025,0.00026,0.00026,0.00027,0.00027,0.00025,0.00025,0.00025,0.00025,0.00025,0.00027,0.00029,0.00028,0.00028,0.00028,0.00027,0.00028,0.00026,0.00024,0.00024,0.00024,0.00024,0.00027,0.00022,0.00021,0.00024,0.00025,0.00027,0.00025,0.00026,0.00026,0.00026,0.00027,0.00026,0.00025,0.00028,0.00028,0.00027,0.00028,0.00029,0.00026,0.00027,0.00028,0.00028,0.00029,0.00029,0.00028,0.00028,0.00029,0.00027,0.00027,0.00027,0.00026,0.00024,0.00025,0.00024,0.00026,0.00026,0.00024,0.00024,0.00025,0.00025,0.00025,0.00024,0.00025,0.00025,0.00025,0.00025,0.00023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00034,0.00029,0.00029,0.00029,0.00031,0.00030,0.00028,0.00029,0.00032,0.00030,0.00032,0.00030,0.00029,0.00029,0.00029,0.00029,0.00030,0.00029,0.00028,0.00028,0.00027,0.00026,0.00027,0.00029,0.00025,0.00026924
14,2014,06,28,13,47,1,0.00001,0.00003,0.00001,0.00003,0.00003,0.00004,0.00004,0.00001,0.00001,-0.00000,0.00003,0.00003,0.00001,-0.00001,0.00002,0.00003,-0.00000,-0.00000,0.00002,0.00002,0.00000,0.00001,0.00000,-0.00002,-0.00002,-0.00001,0.00000,-0.00000,-0.00001,-0.00001,-0.00000,-0.00002,-0.00003,-0.00004,-0.00003,-0.00003,-0.00005,-0.00007,-0.00007,-0.00005,-0.00005,-0.00007,-0.00006,-0.00006,-0.00004,-0.00003,-0.00003,-0.00004,-0.00002,-0.00003,-0.00000,-0.00001,-0.00003,-0.00001,0.00003,0.00004,0.00004,0.00004,0.00002,0.00002,0.00002,0.00002,0.00003,-0.00001,-0.00001,0.00002,0.00003,0.00001,0.00019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00014,0.00004,0.00002,0.00001,-0.00001,-0.00003,-0.00006,-0.00006,-0.00007,-0.00004,-0.00003,-0.00002,-0.00001,-0.00004,-0.00004,-0.00003,-0.00004,-0.00002,-0.00002,-0.00001,-0.00001,-0.00007,-0.00006,-0.00008,-0.00007,-0.00007,-0.00008,-0.00006,-0.00005,-0.00007,-0.00000,-0.00002,-0.00001,-0.00004,-0.00005,-0.00006,-0.00006,-0.00003,-0.00005,-0.00006,-0.00004,-0.00004,-0.00005,-0.00004,-0.00002,-0.00000,0.00000,0.00004,0.00004,0.00002,0.00002,0.00002,0.00003,0.00004,0.00004,0.00003,0.00003,0.00006,0.00009,0.00006,0.00003,0.00000290
