0.00026,1
-0.00078,2
-0.00079,3
-0.00065,4
-0.00257,5
-0.00076,6
-0.00098,7
-0.00077,8
0.00024,9
1e-05,10
-0.00064,11
-0.00068,12
-0.00113,13
-0.00093,14
-0.00118,15
0.00024,16
-0.00248,17
0.00016,18
0.00024,19
0.00022,20
-0.00022,21
-0.00016,22
0.00012,23
0.00011,24
0.00013,25
-0.00113,26
-0.0008,27
-0.00062,28
-0.00059,29
-0.00048,30
-0.00111,31
-0.00096,32
-0.00107,33
-0.00236,34
-0.00228,35
0.00026,36
-0.00076,37
-0.0008,38
-0.00067,39
-0.00258,40
-0.00078,41
-0.001,42
-0.00078,43
0.00024,44
3e-05,45
-0.00062,46
-0.00067,47
-0.00114,48
-0.00072,49
-0.00179,50
0.00024,51
-0.00248,52
0.00017,53
0.00026,54
0.00023,55
-0.00013,56
-0.00017,57
0.00012,58
0.00015,59
0.00014,60
-0.00089,61
-0.00112,62
-0.00061,63
-0.0006,64
-0.00048,65
-0.00108,66
-0.00102,67
-0.00106,68
-0.00235,69
-0.00229,70
0.00024,71
-0.00077,72
-0.00079,73
-0.00066,74
-0.00257,75
-0.00077,76
-0.001,77
-0.0008,78
0.00025,79
1e-05,80
-0.00062,81
-0.00066,82
-0.00113,83
-0.00058,84
-0.00101,85
0.00024,86
-0.00253,87
0.00017,88
0.00025,89
0.00022,90
-0.00021,91
-0.00017,92
0.0001,93
0.00013,94
0.00012,95
-0.00112,96
-0.00111,97
-0.00057,98
-0.00059,99
-0.00051,100
-0.00112,101
-0.00103,102
-0.00106,103
-0.00237,104
-0.00228,105
0.00026,106
-0.00097,107
-0.00079,108
-0.00065,109
-0.00258,110
-0.0008,111
-0.00099,112
-0.00076,113
0.00024,114
3e-05,115
-0.00066,116
-0.00068,117
-0.0011,118
-0.0006,119
-0.00095,120
0.00023,121
-0.00242,122
0.00043,123
0.00024,124
0.00025,125
-0.0002,126
-0.00018,127
0.00013,128
8e-05,129
0.00013,130
-0.00113,131
-0.00112,132
-0.00058,133
-0.00061,134
-0.00051,135
-0.00111,136
-0.00102,137
-0.00106,138
-0.00237,139
-0.00229,140
0.00034,141
-0.0008,142
-0.00079,143
-0.00065,144
-0.00257,1
-0.00078,2
-0.00098,3
-0.00076,4
0.00025,5
3e-05,6
-0.00063,7
-0.00068,8
-0.00111,9
-0.00117,10
-0.001,11
0.00024,12
-0.00242,13
0.00037,14
0.00022,15
0.0003,16
-0.00018,17
-0.00017,18
0.00014,19
0.0001,20
0.00012,21
-0.00114,22
-0.0011,23
-0.00059,24
-0.00061,25
-0.00051,26
-0.00116,27
-0.00091,28
-0.00105,29
-0.00237,30
-0.00228,31
0.00028,32
-0.00077,33
-0.00077,34
-0.00067,35
-0.00258,36
-0.00079,37
-0.001,38
-0.00077,39
0.00027,40
4e-05,41
-0.00059,42
-0.00069,43
-0.00112,44
-0.00051,45
-0.00101,46
0.00024,47
-0.00243,48
0.00022,49
0.00023,50
0.0003,51
-0.00018,52
-0.00017,53
0.00014,54
8e-05,55
0.00014,56
-0.00114,57
-0.00112,58
-0.00061,59
-0.00061,60
-0.00055,61
-0.00114,62
-0.00101,63
-0.00105,64
-0.00237,65
-0.00228,66
0.00026,67
-0.00077,68
-0.00076,69
-0.00066,70
-0.00258,71
-0.00082,72
-0.00101,73
-0.00077,74
0.00028,75
4e-05,76
-0.00057,77
-0.00069,78
-0.00111,79
-0.00085,80
-0.00106,81
0.00022,82
-0.00242,83
0.00021,84
0.00024,85
0.00028,86
-0.00018,87
-0.00017,88
0.00013,89
9e-05,90
0.00014,91
-0.00112,92
-0.00114,93
-0.00061,94
-0.0006,95
-0.00056,96
-0.00115,97
-0.00101,98
-0.00106,99
-0.00238,100
-0.00228,101
0.00026,102
-0.00077,103
-0.00077,104
-0.00067,105
-0.00256,106
-0.00081,107
-0.001,108
-0.00077,109
0.00027,110
1e-05,111
-0.00063,112
-0.0007,113
-0.00109,114
-0.00091,115
-0.00103,116
0.0002,117
-0.00243,118
0.0002,119
0.00022,120
0.00019,121
-0.00016,122
-0.00019,123
0.00014,124
0.0001,125
0.00014,126
-0.00112,127
-0.00114,128
-0.00061,129
-0.00062,130
-0.00056,131
-0.00115,132
-0.00098,133
-0.00107,134
-0.00236,135
-0.0023,136
0.00025,137
-0.00076,138
-0.00077,139
-0.00068,140
-0.00257,141
-0.00081,142
-0.00099,143
-0.00077,144
0.00027,1
1e-05,2
-0.00065,3
-0.00083,4
-0.00107,5
-0.00079,6
-0.00091,7
0.0002,8
-0.00243,9
0.00017,10
0.00023,11
0.00023,12
-0.00017,13
-0.00016,14
0.00015,15
0.0001,16
0.00012,17
-0.00115,18
-0.00115,19
-0.0006,20
-0.00063,21
-0.00056,22
-0.00114,23
-0.00101,24
-0.00107,25
-0.00235,26
-0.00228,27
0.00024,28
-0.00082,29
-0.00075,30
-0.00068,31
-0.00264,32
-0.00078,33
-0.00097,34
-0.00077,35
0.00025,36
-0,37
-0.00063,38
-0.00071,39
-0.00103,40
-0.0008,41
-0.00135,42
0.00019,43
-0.00244,44
0.00027,45
0.00023,46
0.00024,47
-0.00017,48
-0.00018,49
0.00012,50
0.00011,51
0.00014,52
-0.00116,53
-0.00114,54
-0.0006,55
-0.00062,56
-0.00057,57
-0.00109,58
-0.00101,59
-0.00105,60
-0.00234,61
-0.00228,62
0.00026,63
-0.00076,64
-0.00073,65
-0.00067,66
-0.00258,67
-0.00081,68
-0.00095,69
-0.00078,70
0.00026,71
3e-05,72
-0.00063,73
-0.0007,74
-0.00113,75
-0.0008,76
-0.00103,77
0.00021,78
-0.00245,79
0.00023,80
0.00025,81
0.00021,82
-0.0002,83
-0.00017,84
0.00012,85
0.00014,86
0.00014,87
-0.00113,88
-0.00113,89
-0.00061,90
-0.00061,91
-0.00057,92
-0.00111,93
-0.00088,94
-0.00105,95
-0.00234,96
-0.00228,97
0.00026,98
-0.00072,99
-0.00076,100
-0.00069,101
-0.00257,102
-0.0008,103
-0.00097,104
-0.00074,105
0.00026,106
3e-05,107
-0.00062,108
-0.0007,109
-0.00108,110
-0.00085,111
-0.00117,112
0.00021,113
-0.00244,114
0.00013,115
0.00025,116
0.00021,117
-0.00015,118
-0.00017,119
0.00011,120
0.00016,121
0.00015,122
-0.00113,123
-0.00114,124
-0.0006,125
-0.00061,126
-0.00056,127
-0.00111,128
-0.00103,129
-0.00102,130
-0.00235,131
-0.00229,132
0.00026,133
-0.00063,134
-0.00077,135
-0.00068,136
-0.00257,137
-0.0008,138
-0.00099,139
-0.00073,140
0.00027,141
1e-05,142
-0.00062,143
-0.00071,144
-0.00114,1
-0.00079,2
-0.00102,3
0.0002,4
-0.00243,5
0.00013,6
0.00026,7
0.00022,8
-0.00015,9
-0.00018,10
9e-05,11
0.00013,12
0.00014,13
-0.00115,14
-0.00114,15
-0.00061,16
-0.00061,17
-0.00055,18
-0.00108,19
-0.00102,20
-0.00101,21
-0.00235,22
-0.00231,23
0.00025,24
-0.00077,25
-0.00076,26
-0.00067,27
-0.00256,28
-0.00081,29
-0.001,30
-0.00074,31
0.00027,32
-1e-05,33
-0.00062,34
-0.00071,35
-0.00112,36
-0.00081,37
-0.00103,38
0.00022,39
-0.0024,40
0.00012,41
0.00024,42
0.00021,43
-0.00013,44
-0.00018,45
0.0001,46
0.00012,47
0.00012,48
-0.00114,49
-0.00115,50
-0.00059,51
-0.00061,52
-0.00055,53
-0.0011,54
-0.00103,55
-0.00103,56
-0.00235,57
-0.00232,58
0.00023,59
-0.0008,60
-0.00071,61
-0.00066,62
-0.00257,63
-0.00079,64
-0.001,65
-0.00075,66
0.00025,67
2e-05,68
-0.00063,69
-0.00069,70
-0.00111,71
-0.00082,72
-0.00102,73
0.00024,74
-0.0024,75
0.00013,76
0.00025,77
0.00024,78
-0.00013,79
-0.00018,80
0.0001,81
0.00012,82
0.00015,83
-0.00102,84
-0.00114,85
-0.00062,86
-0.00061,87
-0.00054,88
-0.0011,89
-0.00103,90
-0.00103,91
-0.00233,92
-0.00234,93
0.00025,94
-0.00075,95
-0.00073,96
-0.00065,97
-0.00258,98
-0.00078,99
-0.00099,100
-0.00077,101
0.00025,102
3e-05,103
-0.00062,104
-0.00072,105
-0.00112,106
-0.00083,107
-0.00101,108
0.00025,109
-0.0023,110
0.00013,111
0.00025,112
0.00024,113
-0.00014,114
-0.00021,115
9e-05,116
0.0001,117
0.00017,118
-0.00117,119
-0.00114,120
-0.00063,121
-0.00062,122
-0.00055,123
-0.00111,124
-0.00103,125
-0.00108,126
-0.00234,127
-0.00233,128
0.00025,129
-0.00076,130
-0.00075,131
-0.00065,132
-0.00258,133
-0.00076,134
-0.00099,135
-0.00077,136
0.00025,137
-0,138
-0.00062,139
-0.00073,140
-0.0011,141
-0.00083,142
-0.00104,143
0.00023,144
-0.00238,1
0.00014,2
0.00024,3
0.00021,4
-0.00018,5
-0.00021,6
6e-05,7
0.00013,8
0.00017,9
-0.00116,10
-0.00113,11
-0.00064,12
-0.0006,13
-0.00057,14
-0.00111,15
-0.00102,16
-0.00106,17
-0.00235,18
-0.00232,19
0.00023,20
-0.00078,21
-0.00077,22
-0.00068,23
-0.00257,24
-0.00077,25
-0.00098,26
-0.0008,27
0.00025,28
-0,29
-0.00063,30
-0.00074,31
-0.00114,32
-0.00083,33
-0.00104,34
0.00029,35
-0.0024,36
0.00015,37
0.00025,38
0.00021,39
-0.00018,40
-0.00022,41
7e-05,42
0.00012,43
0.00016,44
-0.00116,45
-0.00114,46
-0.00063,47
-0.00058,48
-0.00056,49
-0.0011,50
-0.001,51
-0.00105,52
-0.00234,53
-0.00233,54
0.00025,55
-0.00079,56
-0.00076,57
-0.0007,58
-0.00257,59
-0.00077,60
-0.00097,61
-0.00078,62
0.00025,63
2e-05,64
-0.00065,65
-0.00074,66
-0.00114,67
-0.00083,68
-0.00106,69
0.00026,70
-0.00243,71
0.00016,72
0.00028,73
0.00023,74
-0.00014,75
-0.00022,76
7e-05,77
0.00012,78
0.00013,79
-0.00115,80
-0.00113,81
-0.00064,82
-0.00061,83
-0.00056,84
-0.00112,85
-0.00101,86
-0.00106,87
-0.00234,88
-0.00232,89
0.00024,90
-0.00077,91
-0.00074,92
-0.00069,93
-0.00256,94
-0.00079,95
-0.00099,96
-0.00077,97
0.00027,98
2e-05,99
-0.00069,100
-0.00073,101
-0.00116,102
-0.00082,103
-0.00107,104
0.00027,105
-0.00249,106
0.0002,107
0.00027,108
0.00019,109
-0.00015,110
-0.00022,111
8e-05,112
0.00014,113
0.00014,114
-0.00114,115
-0.00113,116
-0.00062,117
-0.00063,118
-0.00056,119
-0.00113,120
-0.00099,121
-0.00105,122
-0.00235,123
-0.00231,124
0.00021,125
-0.00075,126
-0.00073,127
-0.00068,128
-0.00257,129
-0.00079,130
-0.00099,131
-0.00079,132
0.00029,133
0,134
-0.00067,135
-0.00071,136
-0.00112,137
-0.00083,138
-0.00105,139
0.00027,140
-0.00251,141
0.00015,142
0.00025,143
0.00018,144
-0.00018,1
-0.0002,2
7e-05,3
0.00014,4
0.00016,5
-0.00114,6
-0.00113,7
-0.00063,8
-0.00062,9
-0.00057,10
-0.00108,11
-0.00097,12
-0.00107,13
-0.00234,14
-0.00233,15
0.0002,16
-0.00075,17
-0.00074,18
-0.00068,19
-0.00257,20
-0.00081,21
-0.00099,22
-0.00079,23
0.00028,24
1e-05,25
-0.00066,26
-0.00075,27
-0.00111,28
-0.00082,29
-0.00106,30
0.00026,31
-0.0025,32
0.00015,33
0.00024,34
0.00018,35
-0.0002,36
-0.00019,37
5e-05,38
0.00011,39
0.00015,40
-0.00112,41
-0.00113,42
-0.00065,43
-0.00063,44
-0.00059,45
-0.00107,46
-0.00099,47
-0.00106,48
-0.00241,49
-0.00233,50
0.00021,51
-0.00075,52
-0.00077,53
-0.00069,54
-0.00258,55
-0.0008,56
-0.00098,57
-0.00079,58
0.00028,59
0,60
-0.00065,61
-0.00075,62
-0.00114,63
-0.00078,64
-0.00104,65
0.00026,66
-0.00255,67
0.00014,68
0.00024,69
0.0002,70
-0.00017,71
-0.00021,72
5e-05,73
0.00012,74
0.00017,75
-0.0011,76
-0.0011,77
-0.00063,78
-0.00063,79
-0.00056,80
-0.00108,81
-0.00099,82
-0.00106,83
-0.00241,84
-0.00232,85
0.00021,86
-0.00074,87
-0.00077,88
-0.00068,89
-0.00257,90
-0.0008,91
-0.00099,92
-0.0008,93
0.00028,94
-2e-05,95
-0.00062,96
-0.00074,97
-0.00116,98
-0.00078,99
-0.00105,100
0.00026,101
-0.0026,102
0.00016,103
0.00022,104
0.00018,105
-0.00014,106
-0.00021,107
3e-05,108
0.0001,109
0.00017,110
-0.0011,111
