155,2014,07,02,15,10,0,0.00679,0.00481,0.00358,0.00358,0.00591,0.00351,0.00542,0.00407,0.00429,0.00430,0.00312,0.00405,0.00392,0.00290,0.00445,0.00404,0.00619,0.00313,0.00451,0.00266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00366,0.00273,0.00244,0.00253,0.00300,0.00265,0.00255,0.00306,0.00264,0.00272,0.00361,0.00496,0.00273,0.00245,0.00281,0.04308,0.02602,0.01020583
155,2014,07,03,17,29,1,0.00419,0.00692,0.01022,0.00270,0.00444,0.00516,0.00400,0.01138,0.00347,0.00432,0.00403,0.00342,0.00630,0.00611,0.00482,0.00590,0.00493,0.00523,0.00637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00625,0.00711,0.00396,0.00880,0.00375,0.00367,0.00267,0.00784,0.00516,0.00517,0.00842,0.00786,0.00285,0.00509848
155,2014,07,04,14,45,1,0.00286,0.00879,0.00909,0.00877,0.00812,0.00451,0.00719,0.00388,0.00290,0.00425,0.00518,0.00925,0.00268,0.00298,0.00260,0.00269,0.00321,0.00472,0.00294,0.00484,0.00299,0.01126,0.00341,0.00329,0.00899,0.00352,0.00608,NaN,NaN,0.01031,0.00790,0.00290,0.00423,0.00556,0.00416,0.00497,0.01143,0.00296,0.00314,0.00302,0.00264,0.00501,0.00924,0.00401,0.01191,0.00808,0.00311,0.00405866
73,2014,06,29,19,26,0,0.04167,0.01372,0.00979,0.00666,0.00311,0.00483,0.00294,0.00249,0.00243,0.00248,0.00253,0.00298,0.00284,0.00264,0.00255,0.00330,0.00240,0.00252,0.00369,0.00250,0.00255,0.00247,0.00537,0.00573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00389,0.00264,0.00313,0.00272,0.00472,0.00436,0.00574,0.00813,0.01130,0.02306072
73,2014,06,30,11,51,0,0.00742,0.01034,0.00963,0.00353,0.00248,0.00259,0.00290,0.00326,0.00250,0.00262,0.00246,0.00233,0.00260,0.00265,0.00295,0.00285,0.00244,0.00289,0.00285,0.00310,0.00281,NaN,NaN,0.00322,0.00285,0.00239,0.00254,0.00234,0.00239,0.00250,0.00235,0.00238,0.00234,0.00240,0.00246,0.00243,0.00242,0.00247,0.00248,0.00369,0.00240,0.00261,0.00540,0.01181,0.00251,0.01799,0.01194,0.03163748
73,2014,07,01,10,59,1,0.00331,0.00338,0.00280,0.00283,0.00282,0.00629,0.00750,0.00409,0.00337,0.00321,0.00403,0.00368,0.00356,0.00645,0.00363,0.00331,0.00405,0.00433,0.00665,0.00569,0.00322,0.00563,0.00338,0.00529,0.00331,0.00290,0.00295,0.00291,0.00303,0.00366,0.00316,0.00425,0.00351,0.00382,0.00249,0.00252,0.00260,0.00282,0.00315,0.00278,0.00943,0.00580,0.00534,0.00440,0.01212,0.01151,0.01453,0.00387387
73,2014,07,02,11,00,1,0.01137,0.00542,0.00566,0.00421,0.01192,0.01334,0.00992,0.01301,0.02458,0.01596,0.01228,0.01058,0.00415,0.00548,0.01191,0.00530,0.00400,0.02363,0.01119,0.01044,0.00753,0.00610,0.01151,0.00627,0.00594,0.00566,0.00607,0.00563,0.00641,0.00586,0.00666,0.00872,0.00599,0.00674,0.00550,0.00563,0.00493,0.00666,0.00498,0.00427,0.00476,0.00468,0.00469,0.00494,0.00627,0.00487,0.00534,0.00529345
73,2014,07,03,17,07,1,0.00338,0.03007,0.00564,0.00972,0.00392,0.00407,0.00582,0.00339,0.00370,0.00314,0.00338,0.00310,0.00320,0.00361,0.00355,0.00355,0.00323,0.00306,0.00315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00593,0.00337,0.00336,0.00797,0.00549,0.00541,0.03597,0.01829,0.01333,0.01140,0.01339,0.01231,0.00386,0.00360548
73,2014,07,04,14,45,1,0.00442,0.00410,0.00384,0.00363,0.00439,0.00340,0.00342,0.00350,0.00357,0.00349,0.00365,0.00381,0.00360,0.00349,0.00365,0.00357,0.00371,0.00364,0.00374,0.00369,0.00384,0.00379,0.00359,0.00393,0.00408,0.00358,0.00356,NaN,NaN,0.00327,0.00452,0.00332,0.00316,0.00342,0.00333,0.00767,0.00333,0.00331,0.00332,0.00404,0.00476,0.00547,0.00332,0.00362,0.00396,0.00381,0.00408,0.00433931
73,2014,07,05,16,32,0,0.00839,0.01182,0.01054,0.00385,0.01208,0.00860,0.00343,0.00946,0.00750,0.00347,0.00318,0.00314,0.00303,0.00314,0.00298,0.00542,0.00423,0.00335,0.00360,0.00414,0.00402,0.00411,0.00338,0.00335,0.00346,0.00326,0.00326,0.00329,0.00341,0.00329,0.00320,0.00310,0.00340,0.00298,0.00301,0.00285,0.00317,0.00291,0.00303,0.00353,0.00287,0.00302,0.00372,0.01442,0.00901,0.00344,0.00418,0.02685320
13,2014,06,16,16,24,0,0.00763,0.00305,0.00318,0.00437,0.00490,0.00290,0.00325,0.00272,0.00271,0.00279,0.00281,0.00281,0.00287,0.00281,0.00281,0.00312,0.00288,0.00310,0.00320,0.00321,0.00321,0.00342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00295,0.00267,0.00267,0.00428,0.00335,0.00306,0.00289,0.00325,0.00415,0.00345,0.00332,0.00493,0.00277,0.01358,0.04123,0.00910725
13,2014,06,17,17,24,0,0.00257,0.00275,0.00265,0.00528,0.00273,0.00263,0.00253,0.00263,0.00259,0.00254,0.00257,0.00257,0.00258,0.00260,0.00256,0.00275,0.00263,0.00311,0.00306,0.00300,0.00302,0.00287,0.00275,0.00295,0.00297,0.00278,0.00420,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00265,0.00294,0.00299,0.00280,0.00288,0.00282,0.00321,0.00406,0.00294,0.00348,0.00262,0.00273,0.00312,0.00292237
13,2014,06,18,17,06,1,0.00757,0.00445,0.00346,0.00301,0.00316,0.00297,0.00319,0.00333,0.00368,0.00334,0.00352,0.00367,0.00328,0.00302,0.00295,0.00349,0.00366,0.00345,0.00366,0.00342,0.00340,0.00353,0.00324,0.00316,0.00323,0.00329,0.00345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00308,0.00310,0.00290,0.00493,0.00295,0.00380,0.00768,0.00354,0.00335,0.00340,0.00340,0.00577,0.00368,0.01211707
13,2014,06,19,17,06,1,0.00671,0.00334,0.00324,0.00335,0.00310,0.00333,0.00308,0.00325,0.00326,0.00325,0.00346,0.00297,0.00310,0.00318,0.00324,0.00293,0.00299,0.00316,0.00335,0.00339,0.00360,0.00495,0.00594,0.00346,0.00340,0.00588,0.00388,0.00287,NaN,NaN,NaN,NaN,NaN,NaN,0.00278,0.00323,0.00306,0.00299,0.00349,0.00436,0.00406,0.00447,0.00454,0.00379,0.01356,0.00588,0.00849,0.00322813
13,2014,06,20,16,24,1,0.00319,0.00372,0.00316,0.00371,0.00345,0.00345,0.00344,0.00345,0.00444,0.00537,0.00309,0.00317,0.00319,0.00324,0.00351,0.00335,0.00339,0.00345,0.00342,0.00340,0.00346,0.00344,0.00351,0.00348,0.00361,0.00360,0.00354,0.00356,0.00357,0.00364,0.00358,0.00354,0.00274,0.00729,0.00304,0.00507,0.00352,0.00307,0.00363,0.00370,0.00355,0.00322,0.00330,0.00907,0.01850,0.00335,0.00303,0.00321386
15,2014,06,16,16,14,0,0.00278,0.00307,0.00287,0.00255,0.00530,0.00328,0.00476,0.00365,0.00263,0.00269,0.00286,0.00273,0.00285,0.00271,0.00267,0.00322,0.00279,0.00295,0.00287,0.00269,0.00285,0.00332,0.00322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00515,0.00263,0.00255,0.00295,0.00267,0.00301,0.00271,0.00277,0.00265,0.00283,0.00280,0.00271,0.00901,0.00289,0.00284,0.00758156
15,2014,06,17,17,21,0,0.00284,0.00758,0.00279,0.00307,0.00287,0.00255,0.00530,0.00328,0.00476,0.00365,0.00263,0.00269,0.00286,0.00273,0.00285,0.00271,0.00267,0.00322,0.00279,0.00294,0.00287,0.00269,0.00285,0.00332,0.00321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00515,0.00263,0.00255,0.00295,0.00266,0.00300,0.00271,0.00277,0.00265,0.00283,0.00280,0.00271,0.00901,0.00289055
15,2014,06,18,16,58,1,0.00244,0.00237,0.00235,0.00264,0.00259,0.00425,0.00390,0.00268,0.00272,0.00314,0.00248,0.00240,0.00248,0.00251,0.00258,0.00246,0.00252,0.00245,0.00295,0.00325,0.00242,0.00235,0.00243,0.00240,0.00254,0.00244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00294,0.00242,0.00233,0.00246,0.00240,0.00246,0.00234,0.00237,0.00241,0.00244,0.00403,0.00419,0.00257,0.00469,0.00624467
15,2014,06,19,17,00,1,0.00252,0.00239,0.00243,0.00234,0.00235,0.00234,0.00234,0.00245,0.00234,0.00236,0.00240,0.00260,0.00233,0.00234,0.00233,0.00237,0.00233,0.00234,0.00244,0.00240,0.00249,0.00243,0.00240,0.00235,0.00244,0.00236,0.00234,0.00238,NaN,NaN,NaN,NaN,NaN,NaN,0.00235,0.00235,0.00235,0.00235,0.00252,0.00248,0.00238,0.00234,0.00235,0.00235,0.00290,0.00238,0.00237,0.00581366
15,2014,06,20,17,17,1,0.00285,0.00428,0.00242,0.00242,0.00253,0.00277,0.00296,0.00273,0.00443,0.00251,0.00246,0.00276,0.00348,0.00234,0.00229,0.00229,0.00236,0.00231,0.00231,0.00232,0.00232,0.00231,0.00233,0.00231,0.00233,0.00233,0.00234,0.00237,0.00233,0.00233,0.00233,0.00235,0.00237,0.00232,0.00899,0.00261,0.00235,0.00266,0.00283,0.00569,0.00317,0.00256,0.00245,0.00254,0.00246,0.00463,0.00613,0.00477656
18,2014,06,16,16,17,0,0.00722,0.00266,0.00286,0.00600,0.00323,0.00278,0.00866,0.00247,0.00269,0.00282,0.00270,0.00274,0.00605,0.00269,0.00258,0.00265,0.00627,0.00293,0.00271,0.00270,0.00288,0.00283,0.00310,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00262,0.00259,0.00252,0.00236,0.00242,0.00273,0.00646,0.00336,0.00247,0.00239,0.00576,0.00328,0.00288,0.00604,0.00739,0.00419214
18,2014,06,17,17,26,0,0.01076,0.00610,0.00717,0.00304,0.00351,0.00530,0.00229,0.00238,0.00238,0.00336,0.00249,0.00233,0.00243,0.00239,0.00237,0.00238,0.00232,0.00267,0.00258,0.00261,0.00256,0.00252,0.00293,0.00250,0.00250,0.00237,0.00235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00300,0.00241,0.00291,0.00242,0.00241,0.00300,0.00349,0.00338,0.00245,0.00329,0.00762,0.00930,0.01038,0.01085253
21,2014,06,18,17,16,1,0.00243,0.00239,0.00234,0.00237,0.00238,0.00246,0.00264,0.00255,0.00248,0.00242,0.00243,0.00243,0.00237,0.00248,0.00268,0.00246,0.00264,0.00243,0.00245,0.00251,0.00241,0.00249,0.00362,0.00241,0.00240,0.00242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00245,0.00382,0.00230,0.00234,0.00246,0.00258,0.00243,0.00430,0.00260,0.00232,0.00240,0.00262,0.01359,0.00571001
53,2014,06,19,16,54,1,0.01025,0.01001,0.00912,0.00924,0.00957,0.00900,0.01342,0.01194,0.00910,0.00905,0.00965,0.00853,0.01098,0.01146,0.01063,0.00749,0.00666,0.00666,0.00666,0.00715,0.00684,0.01048,0.00634,0.00621,0.00639,0.00670,0.00660,0.00937,0.00716,0.00634,0.00638,0.00633,0.00709,0.05513,0.01232,0.01306,0.01309,0.01080,0.01323,0.01730,0.01404,0.01563,0.01600,0.01749,0.01607,0.01471,0.01112,0.00904010
53,2014,06,20,17,21,1,0.00498,0.00445,0.01201,0.00462,0.00491,0.00761,0.00573,0.00456,0.00480,0.00486,0.00624,0.00505,0.00650,0.00422,0.00410,0.00455,0.00413,0.00436,0.00405,0.00545,0.00408,0.00424,0.00418,0.00426,0.00404,0.00389,0.00401,0.00410,0.00492,0.00488,0.00557,0.00442,0.00453,0.00743,0.00693,0.00700,0.00465,0.00480,0.00470,0.01166,0.01950,0.00456,0.00443,0.00502,0.00429,0.00481,0.00471,0.00527377
